No module named MySQLdb
         265001657 function calls (264134123 primitive calls) in 589.767 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _nexml.py:3100(RestrictionSeqMatrix)
        1    0.000    0.000    0.000    0.000 numerictypes.py:866(<lambda>)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2887(Uri)
        1    0.000    0.000    0.000    0.000 _nexml.py:665(LiteralMeta)
        1    0.000    0.000    0.000    0.000 bsr.py:13(swig_import_helper)
        1    0.000    0.000    0.000    0.000 _nexml.py:8208(Trees)
        1    0.000    0.000    0.000    0.000 _nexml.py:6071(StandardObs)
        1    0.000    0.000    0.000    0.000 _nexml.py:10691(AbstractObsRow)
        9    0.000    0.000    0.000    0.000 {vars}
        1    0.000    0.000    0.000    0.000 _nexml.py:11003(ContinuousMatrixObsRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:13648(AbstractCells)
        1    0.000    0.000    0.000    0.000 _nexml.py:11264(NodeAndRootEdgeAndEdgeSet)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       26    0.000    0.000    0.000    0.000 control.py:275(<lambda>)
        1    0.000    0.000    0.000    0.000 _nexml.py:10155(DNAChar)
        1    0.000    0.000    0.000    0.000 _nexml.py:6439(AAObs)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        1    0.000    0.000    0.000    0.000 _nexml.py:12563(RNAUncertainStateSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:5245(IntTree)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3053(Id)
        1    0.000    0.000    0.000    0.000 _nexml.py:11602(CharSet)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:2749(RNASeqMatrix)
        1    0.000    0.000    0.000    0.000 phylip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:15812(DNAPolymorphicStateSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:2992(RestrictionObsMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:6685(AbstractChar)
        1    0.000    0.000    0.000    0.000 main.py:143(_ActionDelegator)
        1    0.000    0.000    0.000    0.000 arrayterator.py:21(Arrayterator)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2978(Confidence)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _nexml.py:931(DNAMapping)
       81    0.000    0.000    0.000    0.000 {globals}
        1    0.000    0.000    0.000    0.000 _nexml.py:13928(ContinuousCells)
       16    0.000    0.000    0.000    0.000 decorator.py:185(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl.py:196(SSLSocket)
        1    0.000    0.000    0.000    0.000 _nexml.py:3560(AAFormat)
        1    0.000    0.000    0.000    0.000 _nexml.py:5436(FloatTree)
        1    0.000    0.000    0.000    0.000 layouts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:14182(StandardCells)
        1    0.000    0.000    0.000    0.000 _nexml.py:7920(NetworkFloatEdge)
        1    0.000    0.000    0.000    0.000 _nexml.py:7809(NetworkIntEdge)
        1    0.000    0.000    0.000    0.000 _nexml.py:14055(ContinuousSeqs)
        1    0.000    0.000    0.000    0.000 nonlin.py:685(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 umfpack.py:266(UmfpackContext)
        1    0.000    0.000    0.000    0.000 _nexml.py:15179(ProteinCells)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:11454(CellSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:3912(DNAFormat)
        1    0.000    0.000    0.000    0.000 _nexml.py:1589(AbstractSeqMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:7674(FloatNetwork)
        1    0.000    0.000    0.000    0.000 _nexml.py:13435(DNAMatrixSeqRow)
        1    0.000    0.000    0.000    0.000 faces.py:220(TextFace)
        1    0.000    0.000    0.000    0.000 distributions.py:3609(gamma_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:1124(Http)
        1    0.000    0.000    0.000    0.000 tempfile.py:501(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 _nexml.py:7311(TaxaLinked)
        1    0.000    0.000    0.000    0.000 _nexml.py:7387(OptionalTaxonLinked)
        1    0.000    0.000    0.000    0.000 _nexml.py:364(MemberSpec_)
        3    0.000    0.000    0.000    0.000 six.py:74(_import_module)
        1    0.000    0.000    0.000    0.000 _nexml.py:14672(RnaSeqs)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        1    0.000    0.000    0.000    0.000 numerictypes.py:780(__getitem__)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:9707(AAState)
        1    0.000    0.000    0.000    0.000 _nexml.py:2103(ContinuousFormat)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2386(BinaryCharacterList)
        1    0.000    0.000    0.000    0.000 _nexml.py:4460(Taxon)
        3    0.000    0.000    0.000    0.000 core.py:737(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:36(GzipFile)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:393(Phyloxml)
        4    0.000    0.000    0.000    0.000 warnings.py:355(__exit__)
        1    0.000    0.000    0.000    0.000 cgi.py:352(FieldStorage)
        1    0.000    0.000    0.000    0.000 _nexml.py:13824(AbstractPolymorphicStateSet)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 _nexml.py:5960(TreeFloatEdge)
        1    0.000    0.000    0.000    0.000 _nexml.py:14436(StandardPolymorphicStateSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:11778(TaxonSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:5140(AbstractEdge)
        1    0.000    0.000    0.000    0.000 _nexml.py:6193(RNAObs)
        1    0.000    0.000    0.000    0.000 _nexml.py:10899(AbstractUncertainStateSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:2505(StandardFormat)
        1    0.000    0.000    0.000    0.000 _nexml.py:1045(RNAMapping)
        1    0.000    0.000    0.000    0.000 index_tricks.py:434(__init__)
        1    0.000    0.000    0.000    0.000 dia.py:17(dia_matrix)
       29    0.000    0.000    0.000    0.000 control.py:276(<lambda>)
        1    0.000    0.000    0.000    0.000 csc.py:21(csc_matrix)
        1    0.000    0.000    0.000    0.000 _ode.py:564(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _nexml.py:2212(Labelled)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:1654(MolSeq)
        1    0.000    0.000    0.000    0.000 doccer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:7463(TaxonLinked)
        1    0.000    0.000    0.000    0.000 _nexml.py:6562(DNAObs)
        1    0.000    0.000    0.000    0.000 _trustregion.py:14(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 _nexml.py:10525(DNAState)
        1    0.000    0.000    0.000    0.000 slrparser.py:40(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:15052(RestrictionSeqs)
        1    0.000    0.000    0.000    0.000 _nexml.py:4047(AbstractObs)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:1906(ProteinDomain)
        1    0.000    0.000    0.000    0.000 iri2uri.py:6(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:63(FunctionMaker)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2462(Reference)
        1    0.000    0.000    0.000    0.000 urllib.py:610(FancyURLopener)
        1    0.000    0.000    0.000    0.000 faces.py:1705(SequencePlotFace)
        1    0.000    0.000    0.000    0.000 _nexml.py:13547(DNAUncertainStateSet)
        1    0.000    0.000    0.000    0.000 index_tricks.py:456(__init__)
        1    0.000    0.000    0.000    0.000 _nexml.py:5738(TreeIntEdge)
        2    0.000    0.000    0.000    0.000 utils.py:212(<lambda>)
        1    0.000    0.000    0.000    0.000 weakref.py:282(__init__)
        1    0.000    0.000    0.000    0.000 info.py:176(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:4271(IDTagged)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:560(_python_type)
        1    0.000    0.000    0.000    0.000 _nexml.py:12451(RNAMatrixSeqRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:4348(Taxa)
        1    0.000    0.000    0.000    0.000 utils.py:1400(WarningManager)
        1    0.000    0.000    0.000    0.000 core.py:5564(mvoid)
        1    0.000    0.000    0.000    0.000 _nexml.py:12812(RestrictionMatrixSeqRow)
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 _nexml.py:13187(AAUncertainStateSet)
        1    0.000    0.000    0.000    0.000 precision.py:26(_fill_table)
        1    0.000    0.000    0.000    0.000 _nexml.py:2857(RNAFormat)
        1    0.000    0.000    0.000    0.000 httplib.py:1268(LineTooLong)
        1    0.000    0.000    0.000    0.000 _nexml.py:2289(StandardObsMatrix)
       12    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 distributions.py:2148(norm_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:914(HTTPSConnectionWithTimeout)
        1    0.000    0.000    0.000    0.000 kde.py:41(gaussian_kde)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:1736(Accession)
        1    0.000    0.000    0.000    0.000 spoverlap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.000    0.000 interface.py:10(LinearOperator)
        1    0.000    0.000    0.000    0.000 optimize.py:1667(Brent)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 coo.py:20(coo_matrix)
        1    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 _nexml.py:6316(RestrictionObs)
        2    0.000    0.000    0.000    0.000 {locals}
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:387(Counter)
        1    0.000    0.000    0.000    0.000 _nexml.py:11152(ContinuousMatrixSeqRow)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        4    0.000    0.000    0.000    0.000 getlimits.py:147(<lambda>)
        1    0.000    0.000    0.000    0.000 _nexml.py:14925(RestrictionCells)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3606(BranchColor)
        1    0.000    0.000    0.000    0.000 _ode.py:103(ode)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:475(Meta)
        1    0.000    0.000    0.000    0.000 npyio.py:133(NpzFile)
        2    0.000    0.000    0.000    0.000 six.py:157(_resolve)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 distributions.py:2377(beta_gen)
        1    0.000    0.000    0.000    0.000 evolevents.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:11852(NetworkNode)
        1    0.000    0.000    0.000    0.000 _nexml.py:11528(RowSet)
        1    0.000    0.000    0.000    0.000 arpack.py:956(IterOpInv)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:158(_ndptr)
       12    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 distributions.py:4661(lognorm_gen)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        1    0.000    0.000    0.000    0.000 _nexml.py:7017(AbstractState)
        1    0.000    0.000    0.000    0.000 core.py:2469(MaskedIterator)
        1    0.000    0.000    0.000    0.000 _nexml.py:11366(TreeAndNetworkSet)
        2    0.000    0.000    0.000    0.000 {math.sqrt}
        1    0.000    0.000    0.000    0.000 copy.py:113(_copy_with_constructor)
        1    0.000    0.000    0.000    0.000 _nexml.py:11676(StateSet)
        1    0.000    0.000    0.000    0.000 cgi.py:327(MiniFieldStorage)
        1    0.000    0.000    0.000    0.000 distributions.py:7332(geom_gen)
        1    0.000    0.000    0.000    0.000 _nexml.py:15306(ProteinSeqs)
        1    0.000    0.000    0.000    0.000 faces.py:143(Face)
        1    0.000    0.000    0.000    0.000 _nexml.py:13736(AbstractSeqs)
        1    0.000    0.000    0.000    0.000 distributions.py:4082(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 httplib.py:325(HTTPResponse)
        1    0.000    0.000    0.000    0.000 distributions.py:2709(cauchy_gen)
        6    0.000    0.000    0.000    0.000 string.py:308(join)
        5    0.000    0.000    0.000    0.000 iterative.py:69(set_docstring)
        1    0.000    0.000    0.000    0.000 getlimits.py:194(iinfo)
        1    0.000    0.000    0.000    0.000 _nexml.py:988(AAMapping)
        1    0.000    0.000    0.000    0.000 _nexml.py:8114(TreeNode)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3389(Polygon)
        1    0.000    0.000    0.000    0.000 six.py:104(_resolve)
        1    0.000    0.000    0.000    0.000 matfuncs.py:107(MatrixPowerOperator)
        3    0.000    0.000    0.000    0.000 warnings.py:14(warnpy3k)
        1    0.000    0.000    0.000    0.000 _iotools.py:155(LineSplitter)
        1    0.000    0.000    0.000    0.000 colorsys.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:7251(AbstractSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:9233(RNAState)
        1    0.000    0.000    0.000    0.000 distributions.py:5676(truncexpon_gen)
        1    0.000    0.000    0.000    0.000 _nexml.py:14309(StandardSeqs)
        1    0.000    0.000    0.000    0.000 utils.py:961(SafeEval)
        1    0.000    0.000    0.000    0.000 core.py:5767(__new__)
        1    0.000    0.000    0.000    0.000 _nexml.py:9628(RestrictionState)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _nexml.py:15686(DnaSeqs)
        1    0.000    0.000    0.000    0.000 core.py:2250(_MaskedPrintOption)
       12    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 faces.py:402(ProfileFace)
        1    0.000    0.000    0.000    0.000 contextlib.py:54(contextmanager)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:298(MixedContainer)
        1    0.000    0.000    0.000    0.000 nonlin.py:1264(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 extras.py:1431(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:461(ndenumerate)
        1    0.000    0.000    0.000    0.000 _nexml.py:10820(AbstractSeqRow)
        1    0.000    0.000    0.000    0.000 _ode.py:612(vode)
        1    0.000    0.000    0.000    0.000 six.py:368(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 distributions.py:2576(bradford_gen)
        1    0.000    0.000    0.000    0.000 _nexml.py:10603(AbstractBlock)
        1    0.000    0.000    0.000    0.000 nosetester.py:88(NoseTester)
        1    0.000    0.000    0.000    0.000 _nexml.py:771(attrExtensions)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:25(Kernel)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        1    0.000    0.000    0.000    0.000 webapp.py:50(WebTreeApplication)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
        1    0.000    0.000    0.000    0.000 _nexml.py:8031(AbstractNode)
        1    0.000    0.000    0.000    0.000 distributions.py:3047(exponpow_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3404(genpareto_gen)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 faces.py:1035(StaticItemFace)
        1    0.000    0.000    0.000    0.000 distributions.py:7862(skellam_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5194(pearson3_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4188(invgamma_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:690(FileCache)
        3    0.000    0.000    0.000    0.000 __init__.py:494(CFunctionType)
        1    0.000    0.000    0.000    0.000 distributions.py:5014(nct_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2918(dweibull_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3490(genextreme_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2794(chi2_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4862(ncx2_gen)
        1    0.000    0.000    0.000    0.000 urllib.py:854(ftpwrapper)
        1    0.000    0.000    0.000    0.000 distributions.py:3086(fatiguelife_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4903(ncf_gen)
        2    0.000    0.000    0.000    0.000 numeric.py:1617(set_string_function)
        4    0.000    0.000    0.000    0.000 core.py:2441(__get__)
        1    0.000    0.000    0.000    0.000 csr.py:22(csr_matrix)
        1    0.000    0.000    0.000    0.000 distributions.py:2749(chi_gen)
        1    0.000    0.000    0.000    0.000 index_tricks.py:213(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 distributions.py:5893(wald_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5634(triang_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4268(invweibull_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5726(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 core.py:5940(__init__)
        1    0.000    0.000    0.000    0.000 distributions.py:4005(halfcauchy_gen)
       11    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 core.py:769(__init__)
        1    0.000    0.000    0.000    0.000 distributions.py:3134(foldcauchy_gen)
        1    0.000    0.000    0.000    0.000 _datasource.py:49(_FileOpeners)
        1    0.000    0.000    0.000    0.000 arraytable.py:53(ArrayTable)
        1    0.000    0.000    0.000    0.000 optimize.py:71(Result)
        1    0.000    0.000    0.000    0.000 UserDict.py:58(get)
        1    0.000    0.000    0.000    0.000 distributions.py:2872(dgamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7814(dlaplace_gen)
        1    0.000    0.000    0.000    0.000 nonlin.py:1177(DiagBroyden)
        1    0.000    0.000    0.000    0.000 __init__.py:567(HmacDigestAuthentication)
        1    0.000    0.000    0.000    0.000 distributions.py:2298(arcsine_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3961(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7161(binom_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4539(logistic_gen)
        3    0.000    0.000    0.000    0.000 core.py:784(__init__)
        2    0.000    0.000    0.000    0.000 arrayprint.py:45(set_printoptions)
        1    0.000    0.000    0.000    0.000 distributions.py:5316(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 _ode.py:1016(lsoda)
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 distributions.py:4826(nakagami_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5927(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2232(alpha_gen)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        4    0.000    0.000    0.000    0.000 six.py:69(_add_doc)
        3    0.000    0.000    0.000    0.000 doccer.py:71(inherit_docstring_from)
        1    0.000    0.000    0.000    0.000 _ode.py:766(zvode)
        1    0.000    0.000    0.000    0.000 case.py:98(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 _datasource.py:72(__init__)
        1    0.000    0.000    0.000    0.000 records.py:286(recarray)
        1    0.000    0.000    0.000    0.000 distributions.py:4616(loglaplace_gen)
        1    0.000    0.000    0.000    0.000 nonlin.py:481(Jacobian)
        1    0.000    0.000    0.000    0.000 distributions.py:5604(semicircular_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3914(gumbel_r_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2676(fisk_gen)
        1    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 distributions.py:3275(frechet_r_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7702(randint_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3799(gengamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4382(laplace_gen)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 seqgroup.py:56(SeqGroup)
        1    0.000    0.000    0.000    0.000 compat.py:110(Unpickler)
        1    0.000    0.000    0.000    0.000 main.py:249(TreeStyle)
        1    0.000    0.000    0.000    0.000 nonlin.py:1041(Anderson)
        1    0.000    0.000    0.000    0.000 _ode.py:880(dopri5)
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 distributions.py:2841(cosine_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3741(erlang_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4753(maxwell_gen)
        1    0.000    0.000    0.000    0.000 socket.py:167(_closedsocket)
        1    0.000    0.000    0.000    0.000 faces.py:1136(PieChartFace)
        1    0.000    0.000    0.000    0.000 random.py:650(WichmannHill)
        1    0.000    0.000    0.000    0.000 matfuncs.py:139(ProductOperator)
        2    0.000    0.000    0.000    0.000 core.py:796(__init__)
        1    0.000    0.000    0.000    0.000 distributions.py:4709(gilbrat_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4492(levy_stable_gen)
        2    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:241(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 core.py:2399(_arraymethod)
        1    0.000    0.000    0.000    0.000 distributions.py:549(rv_generic)
        1    0.000    0.000    0.000    0.000 extras.py:1501(__init__)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        2    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 distributions.py:2526(betaprime_gen)
        1    0.000    0.000    0.000    0.000 index_tricks.py:510(ndindex)
        1    0.000    0.000    0.000    0.000 nonlin.py:1224(LinearMixing)
        1    0.000    0.000    0.000    0.000 difflib.py:764(Differ)
        1    0.000    0.000    0.000    0.000 distributions.py:4961(t_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:848(HTTPConnectionWithTimeout)
        1    0.000    0.000    0.000    0.000 __init__.py:746(ProxyInfo)
        1    0.000    0.000    0.000    0.000 _import_tools.py:8(PackageLoader)
        1    0.000    0.000    0.000    0.000 distributions.py:7544(poisson_gen)
        1    0.000    0.000    0.000    0.000 cgi.py:865(FormContent)
        2    0.000    0.000    0.000    0.000 inspect.py:59(isclass)
        1    0.000    0.000    0.000    0.000 faces.py:312(AttrFace)
        1    0.000    0.000    0.000    0.000 distributions.py:4041(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7385(hypergeom_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7595(planck_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3226(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 numerictypes.py:803(sctype2char)
        1    0.000    0.000    0.000    0.000 distributions.py:7275(nbinom_gen)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:149(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 distributions.py:4227(invgauss_gen)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:364(MemberSpec_)
        1    0.000    0.000    0.000    0.000 distributions.py:5091(pareto_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2265(anglit_gen)
        1    0.000    0.000    0.000    0.000 httplib.py:1059(HTTP)
        1    0.000    0.000    0.000    0.000 distributions.py:5496(reciprocal_gen)
        1    0.000    0.000    0.000    0.000 httplib.py:1276(LineAndFileWrapper)
        2    0.000    0.000    0.000    0.000 sre_parse.py:213(isdigit)
        1    0.000    0.000    0.000    0.000 copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 distributions.py:4576(loggamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7226(bernoulli_gen)
        1    0.000    0.000    0.000    0.000 _nexml.py:1102(StandardMapping)
        1    0.000    0.000    0.000    0.000 nonlin.py:549(InverseJacobian)
        3    0.000    0.000    0.000    0.000 {delattr}
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 faces.py:916(TreeFace)
        1    0.000    0.000    0.000    0.000 faces.py:977(RectFace)
        1    0.000    0.000    0.000    0.000 records.py:85(format_parser)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _ode.py:965(dop853)
        1    0.000    0.000    0.000    0.000 distributions.py:4124(hypsecant_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:50(Nexml)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 distributions.py:5148(lomax_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3454(genexpon_gen)
        1    0.000    0.000    0.000    0.000 posixpath.py:365(abspath)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:372(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 distributions.py:3164(f_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5830(uniform_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5456(rayleigh_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2961(expon_gen)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 distributions.py:3842(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 utils.py:92(_Deprecate)
        1    0.000    0.000    0.000    0.000 distributions.py:4345(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 npyio.py:90(BagObj)
        1    0.000    0.000    0.000    0.000 distributions.py:7765(zipf_gen)
        1    0.000    0.000    0.000    0.000 index_tricks.py:85(nd_grid)
        1    0.000    0.000    0.000    0.000 model.py:64(Model)
        1    0.000    0.000    0.000    0.000 distributions.py:4310(johnsonsb_gen)
        3    0.000    0.000    0.000    0.000 _inspect.py:161(<lambda>)
        1    0.000    0.000    0.000    0.000 _ode.py:434(complex_ode)
        1    0.000    0.000    0.000    0.000 distributions.py:2622(burr_gen)
        1    0.000    0.000    0.000    0.000 tokenize.py:46(any)
        1    0.000    0.000    0.000    0.000 _import_tools.py:336(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 urlparse.py:129(ParseResult)
